host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
192.168.1.250;;;tcp;80;http;open;Apache httpd;(Debian);syn-ack;2.4.46;10;cpe:/a:apache:http_server:2.4.46
